,Unnamed: 0,class,object,session,im_num,im_path,task,label
411,15294,1,5,8,10,s8/o5/C_08_05_010.png,0.0,0
362,23473,2,8,2,90,s2/o8/C_02_08_090.png,0.0,1
890,5422,1,2,8,30,s8/o2/C_08_02_030.png,0.0,0
222,6522,1,2,11,230,s11/o2/C_11_02_230.png,0.0,0
879,135360,9,42,1,170,s1/o42/C_01_42_170.png,0.0,2
322,39870,3,13,2,10,s2/o13/C_02_13_010.png,0.0,3
676,50640,4,16,4,290,s4/o16/C_04_16_290.png,0.0,4
893,132360,9,41,2,170,s2/o41/C_02_41_170.png,0.0,2
436,19053,2,6,9,170,s9/o6/C_09_06_170.png,0.0,1
133,10937,1,4,4,150,s4/o4/C_04_04_150.png,0.0,0
31,153307,10,47,6,130,s6/o47/C_06_47_130.png,0.0,5
678,158037,10,48,11,70,s11/o48/C_11_48_070.png,0.0,5
1016,85847,6,27,1,130,s1/o27/C_01_27_130.png,0.0,6
1091,30260,2,10,2,290,s2/o10/C_02_10_290.png,0.0,1
1044,31400,2,10,6,230,s6/o10/C_06_10_230.png,0.0,1
693,138580,9,43,1,90,s1/o43/C_01_43_090.png,0.0,2
925,83550,6,26,4,230,s4/o26/C_04_26_230.png,0.0,6
92,53312,4,17,2,270,s2/o17/C_02_17_270.png,0.0,4
164,78197,5,24,8,270,s8/o24/C_08_24_270.png,0.0,7
409,149888,10,46,6,10,s6/o46/C_06_46_010.png,0.0,5
588,144354,9,44,9,170,s9/o44/C_09_44_170.png,0.0,2
1085,130862,8,40,8,170,s8/o40/C_08_40_170.png,0.0,8
1048,46007,3,14,11,150,s11/o14/C_11_14_150.png,0.0,3
102,106819,7,33,5,110,s5/o33/C_05_33_110.png,0.0,9
1008,70619,5,22,5,190,s5/o22/C_05_22_190.png,0.0,7
765,15754,1,5,9,170,s9/o5/C_09_05_170.png,0.0,0
138,141997,9,44,1,210,s1/o44/C_01_44_210.png,0.0,2
191,53272,4,17,2,230,s2/o17/C_02_17_230.png,0.0,4
161,107139,7,33,6,130,s6/o33/C_06_33_130.png,0.0,9
753,61463,4,19,8,30,s8/o19/C_08_19_030.png,0.0,4
1037,94722,6,29,9,10,s9/o29/C_09_29_010.png,0.0,6
981,131022,8,40,9,30,s9/o40/C_09_40_030.png,0.0,8
1099,52672,4,16,11,230,s11/o16/C_11_16_230.png,0.0,4
557,94942,6,29,9,230,s9/o29/C_09_29_230.png,0.0,6
152,57005,4,18,4,70,s4/o18/C_04_18_070.png,0.0,4
328,62363,4,19,11,30,s11/o19/C_11_19_030.png,0.0,4
703,96622,6,30,4,110,s4/o30/C_04_30_110.png,0.0,6
970,164616,10,50,11,50,s11/o50/C_11_50_050.png,0.0,5
35,91244,6,28,8,130,s8/o28/C_08_28_130.png,0.0,6
286,31000,2,10,5,130,s5/o10/C_05_10_130.png,0.0,1
258,121993,8,37,11,290,s11/o37/C_11_37_290.png,0.0,8
882,16434,1,5,11,250,s11/o5/C_11_05_250.png,0.0,0
906,28783,2,9,9,10,s9/o9/C_09_09_010.png,0.0,1
58,75537,5,23,11,10,s11/o23/C_11_23_010.png,0.0,7
1039,59344,4,19,1,10,s1/o19/C_01_19_010.png,0.0,4
279,133260,9,41,5,170,s5/o41/C_05_41_170.png,0.0,2
1093,83809,6,26,5,190,s5/o26/C_05_26_190.png,0.0,6
347,113778,7,35,6,170,s6/o35/C_06_35_170.png,0.0,9
1191,111419,7,34,9,210,s9/o34/C_09_34_210.png,0.0,9
1186,38890,3,12,9,230,s9/o12/C_09_12_230.png,0.0,3
309,146609,9,45,6,30,s6/o45/C_06_45_030.png,0.0,2
747,3288,1,1,11,290,s11/o1/C_11_01_290.png,0.0,0
1087,101942,7,31,11,30,s11/o31/C_11_31_030.png,0.0,9
76,151728,10,47,1,50,s1/o47/C_01_47_050.png,0.0,5
139,50997,4,16,6,50,s6/o16/C_06_16_050.png,0.0,4
620,77217,5,24,5,190,s5/o24/C_05_24_190.png,0.0,7
839,12216,1,4,8,230,s8/o4/C_08_04_230.png,0.0,0
987,35595,3,11,9,230,s9/o11/C_09_11_230.png,0.0,3
