,Unnamed: 0,class,object,session,im_path,im_num,task,label
0,18310,dolphin,0,0,train/dolphin/0311.png,311,0,0
1,50261,sweet_pepper,0,0,train/sweet_pepper/0462.png,462,0,1
2,33680,palm_tree,0,0,train/palm_tree/0081.png,81,0,2
3,34038,palm_tree,0,0,train/palm_tree/0439.png,439,0,2
4,18124,dolphin,0,0,train/dolphin/0125.png,125,0,0
5,14658,cockroach,0,0,train/cockroach/0259.png,259,0,3
6,34099,palm_tree,0,0,train/palm_tree/0500.png,500,0,2
7,49825,sweet_pepper,0,0,train/sweet_pepper/0026.png,26,0,1
8,49810,sweet_pepper,0,0,train/sweet_pepper/0011.png,11,0,1
9,14748,cockroach,0,0,train/cockroach/0349.png,349,0,3
10,34065,palm_tree,0,0,train/palm_tree/0466.png,466,0,2
11,18389,dolphin,0,0,train/dolphin/0390.png,390,0,0
12,33827,palm_tree,0,0,train/palm_tree/0228.png,228,0,2
13,14857,cockroach,0,0,train/cockroach/0458.png,458,0,3
14,50279,sweet_pepper,0,0,train/sweet_pepper/0480.png,480,0,1
15,18247,dolphin,0,0,train/dolphin/0248.png,248,0,0
16,50058,sweet_pepper,0,0,train/sweet_pepper/0259.png,259,0,1
17,49845,sweet_pepper,0,0,train/sweet_pepper/0046.png,46,0,1
18,33818,palm_tree,0,0,train/palm_tree/0219.png,219,0,2
19,49846,sweet_pepper,0,0,train/sweet_pepper/0047.png,47,0,1
20,9784,can,0,0,train/can/0185.png,185,0,4
21,50003,sweet_pepper,0,0,train/sweet_pepper/0204.png,204,0,1
22,50060,sweet_pepper,0,0,train/sweet_pepper/0261.png,261,0,1
23,33856,palm_tree,0,0,train/palm_tree/0257.png,257,0,2
24,33848,palm_tree,0,0,train/palm_tree/0249.png,249,0,2
25,33897,palm_tree,0,0,train/palm_tree/0298.png,298,0,2
26,18470,dolphin,0,0,train/dolphin/0471.png,471,0,0
27,33664,palm_tree,0,0,train/palm_tree/0065.png,65,0,2
28,14817,cockroach,0,0,train/cockroach/0418.png,418,0,3
29,18090,dolphin,0,0,train/dolphin/0091.png,91,0,0
30,14506,cockroach,0,0,train/cockroach/0107.png,107,0,3
31,9832,can,0,0,train/can/0233.png,233,0,4
32,18411,dolphin,0,0,train/dolphin/0412.png,412,0,0
33,14639,cockroach,0,0,train/cockroach/0240.png,240,0,3
34,33772,palm_tree,0,0,train/palm_tree/0173.png,173,0,2
35,9662,can,0,0,train/can/0063.png,63,0,4
36,18166,dolphin,0,0,train/dolphin/0167.png,167,0,0
37,9737,can,0,0,train/can/0138.png,138,0,4
38,18261,dolphin,0,0,train/dolphin/0262.png,262,0,0
39,18116,dolphin,0,0,train/dolphin/0117.png,117,0,0
40,50065,sweet_pepper,0,0,train/sweet_pepper/0266.png,266,0,1
