,Unnamed: 0,class,object,session,im_path,im_num,task,label
0,25329,leopard,0,0,train/leopard/0130.png,130,0,0
1,45345,skunk,0,0,train/skunk/0346.png,346,0,1
2,1805,bear,0,0,train/bear/0006.png,6,0,2
3,2004,bear,0,0,train/bear/0205.png,205,0,2
4,45455,skunk,0,0,train/skunk/0456.png,456,0,1
5,45122,skunk,0,0,train/skunk/0123.png,123,0,1
6,2055,bear,0,0,train/bear/0256.png,256,0,2
7,41152,road,0,0,train/road/0353.png,353,0,3
8,40830,road,0,0,train/road/0031.png,31,0,3
9,1914,bear,0,0,train/bear/0115.png,115,0,2
10,25623,leopard,0,0,train/leopard/0424.png,424,0,0
11,25325,leopard,0,0,train/leopard/0126.png,126,0,0
12,45276,skunk,0,0,train/skunk/0277.png,277,0,1
13,25525,leopard,0,0,train/leopard/0326.png,326,0,0
14,25575,leopard,0,0,train/leopard/0376.png,376,0,0
15,45453,skunk,0,0,train/skunk/0454.png,454,0,1
16,28067,man,0,0,train/man/0468.png,468,0,4
17,27705,man,0,0,train/man/0106.png,106,0,4
18,2025,bear,0,0,train/bear/0226.png,226,0,2
19,27938,man,0,0,train/man/0339.png,339,0,4
20,45108,skunk,0,0,train/skunk/0109.png,109,0,1
21,27685,man,0,0,train/man/0086.png,86,0,4
22,25551,leopard,0,0,train/leopard/0352.png,352,0,0
23,41251,road,0,0,train/road/0452.png,452,0,3
24,45194,skunk,0,0,train/skunk/0195.png,195,0,1
25,27615,man,0,0,train/man/0016.png,16,0,4
26,40916,road,0,0,train/road/0117.png,117,0,3
27,28053,man,0,0,train/man/0454.png,454,0,4
28,1971,bear,0,0,train/bear/0172.png,172,0,2
29,1934,bear,0,0,train/bear/0135.png,135,0,2
30,41024,road,0,0,train/road/0225.png,225,0,3
31,25228,leopard,0,0,train/leopard/0029.png,29,0,0
32,28018,man,0,0,train/man/0419.png,419,0,4
33,28046,man,0,0,train/man/0447.png,447,0,4
34,41150,road,0,0,train/road/0351.png,351,0,3
35,2007,bear,0,0,train/bear/0208.png,208,0,2
