,Unnamed: 0,class,object,session,im_path,im_num,task,label
0,57805,willow_tree,0,0,train/willow_tree/0206.png,206,0,0
1,12389,chair,0,0,train/chair/0390.png,390,0,1
2,10083,can,0,0,train/can/0484.png,484,0,2
3,6409,bowl,0,0,train/bowl/0410.png,410,0,3
4,6248,bowl,0,0,train/bowl/0249.png,249,0,3
5,57730,willow_tree,0,0,train/willow_tree/0131.png,131,0,0
6,6404,bowl,0,0,train/bowl/0405.png,405,0,3
7,57843,willow_tree,0,0,train/willow_tree/0244.png,244,0,0
8,9856,can,0,0,train/can/0257.png,257,0,2
9,57672,willow_tree,0,0,train/willow_tree/0073.png,73,0,0
10,6182,bowl,0,0,train/bowl/0183.png,183,0,3
11,12157,chair,0,0,train/chair/0158.png,158,0,1
12,9830,can,0,0,train/can/0231.png,231,0,2
13,57967,willow_tree,0,0,train/willow_tree/0368.png,368,0,0
14,12327,chair,0,0,train/chair/0328.png,328,0,1
15,12140,chair,0,0,train/chair/0141.png,141,0,1
16,57733,willow_tree,0,0,train/willow_tree/0134.png,134,0,0
17,6169,bowl,0,0,train/bowl/0170.png,170,0,3
18,6069,bowl,0,0,train/bowl/0070.png,70,0,3
19,9667,can,0,0,train/can/0068.png,68,0,2
20,57982,willow_tree,0,0,train/willow_tree/0383.png,383,0,0
21,38062,porcupine,0,0,train/porcupine/0263.png,263,0,4
22,6299,bowl,0,0,train/bowl/0300.png,300,0,3
23,9794,can,0,0,train/can/0195.png,195,0,2
24,6078,bowl,0,0,train/bowl/0079.png,79,0,3
25,57776,willow_tree,0,0,train/willow_tree/0177.png,177,0,0
26,38092,porcupine,0,0,train/porcupine/0293.png,293,0,4
27,57946,willow_tree,0,0,train/willow_tree/0347.png,347,0,0
28,57903,willow_tree,0,0,train/willow_tree/0304.png,304,0,0
29,6430,bowl,0,0,train/bowl/0431.png,431,0,3
30,38281,porcupine,0,0,train/porcupine/0482.png,482,0,4
31,57890,willow_tree,0,0,train/willow_tree/0291.png,291,0,0
32,58084,willow_tree,0,0,train/willow_tree/0485.png,485,0,0
33,6076,bowl,0,0,train/bowl/0077.png,77,0,3
34,37964,porcupine,0,0,train/porcupine/0165.png,165,0,4
35,38162,porcupine,0,0,train/porcupine/0363.png,363,0,4
36,57826,willow_tree,0,0,train/willow_tree/0227.png,227,0,0
37,58050,willow_tree,0,0,train/willow_tree/0451.png,451,0,0
38,57926,willow_tree,0,0,train/willow_tree/0327.png,327,0,0
39,12252,chair,0,0,train/chair/0253.png,253,0,1
40,12290,chair,0,0,train/chair/0291.png,291,0,1
41,6333,bowl,0,0,train/bowl/0334.png,334,0,3
42,6222,bowl,0,0,train/bowl/0223.png,223,0,3
43,38138,porcupine,0,0,train/porcupine/0339.png,339,0,4
44,37979,porcupine,0,0,train/porcupine/0180.png,180,0,4
45,37913,porcupine,0,0,train/porcupine/0114.png,114,0,4
46,6252,bowl,0,0,train/bowl/0253.png,253,0,3
47,6405,bowl,0,0,train/bowl/0406.png,406,0,3
48,6412,bowl,0,0,train/bowl/0413.png,413,0,3
49,12448,chair,0,0,train/chair/0449.png,449,0,1
50,12176,chair,0,0,train/chair/0177.png,177,0,1
51,57659,willow_tree,0,0,train/willow_tree/0060.png,60,0,0
52,57920,willow_tree,0,0,train/willow_tree/0321.png,321,0,0
53,12040,chair,0,0,train/chair/0041.png,41,0,1
54,37820,porcupine,0,0,train/porcupine/0021.png,21,0,4
55,6295,bowl,0,0,train/bowl/0296.png,296,0,3
56,6260,bowl,0,0,train/bowl/0261.png,261,0,3
57,57759,willow_tree,0,0,train/willow_tree/0160.png,160,0,0
58,6476,bowl,0,0,train/bowl/0477.png,477,0,3
59,57635,willow_tree,0,0,train/willow_tree/0036.png,36,0,0
60,10025,can,0,0,train/can/0426.png,426,0,2
61,9704,can,0,0,train/can/0105.png,105,0,2
62,9617,can,0,0,train/can/0018.png,18,0,2
63,38131,porcupine,0,0,train/porcupine/0332.png,332,0,4
64,57616,willow_tree,0,0,train/willow_tree/0017.png,17,0,0
65,57844,willow_tree,0,0,train/willow_tree/0245.png,245,0,0
66,6491,bowl,0,0,train/bowl/0492.png,492,0,3
67,57974,willow_tree,0,0,train/willow_tree/0375.png,375,0,0
68,9762,can,0,0,train/can/0163.png,163,0,2
69,9714,can,0,0,train/can/0115.png,115,0,2
70,6415,bowl,0,0,train/bowl/0416.png,416,0,3
71,9980,can,0,0,train/can/0381.png,381,0,2
72,12235,chair,0,0,train/chair/0236.png,236,0,1
73,12365,chair,0,0,train/chair/0366.png,366,0,1
74,57605,willow_tree,0,0,train/willow_tree/0006.png,6,0,0
75,57916,willow_tree,0,0,train/willow_tree/0317.png,317,0,0
76,9611,can,0,0,train/can/0012.png,12,0,2
77,57850,willow_tree,0,0,train/willow_tree/0251.png,251,0,0
78,12278,chair,0,0,train/chair/0279.png,279,0,1
79,10081,can,0,0,train/can/0482.png,482,0,2
80,38105,porcupine,0,0,train/porcupine/0306.png,306,0,4
81,12456,chair,0,0,train/chair/0457.png,457,0,1
82,37957,porcupine,0,0,train/porcupine/0158.png,158,0,4
83,57931,willow_tree,0,0,train/willow_tree/0332.png,332,0,0
84,6338,bowl,0,0,train/bowl/0339.png,339,0,3
85,37982,porcupine,0,0,train/porcupine/0183.png,183,0,4
86,57761,willow_tree,0,0,train/willow_tree/0162.png,162,0,0
87,10077,can,0,0,train/can/0478.png,478,0,2
88,58015,willow_tree,0,0,train/willow_tree/0416.png,416,0,0
89,12343,chair,0,0,train/chair/0344.png,344,0,1
90,6347,bowl,0,0,train/bowl/0348.png,348,0,3
91,6245,bowl,0,0,train/bowl/0246.png,246,0,3
92,38031,porcupine,0,0,train/porcupine/0232.png,232,0,4
93,37814,porcupine,0,0,train/porcupine/0015.png,15,0,4
94,57840,willow_tree,0,0,train/willow_tree/0241.png,241,0,0
95,9791,can,0,0,train/can/0192.png,192,0,2
96,12124,chair,0,0,train/chair/0125.png,125,0,1
97,57787,willow_tree,0,0,train/willow_tree/0188.png,188,0,0
98,38233,porcupine,0,0,train/porcupine/0434.png,434,0,4
99,37901,porcupine,0,0,train/porcupine/0102.png,102,0,4
100,57673,willow_tree,0,0,train/willow_tree/0074.png,74,0,0
101,9639,can,0,0,train/can/0040.png,40,0,2
102,12172,chair,0,0,train/chair/0173.png,173,0,1
