,Unnamed: 0,class,object,session,im_path,im_num,task,label
0,40215,ray,0,0,train/ray/0016.png,16,0,0
1,38872,possum,0,0,train/possum/0473.png,473,0,1
2,57778,willow_tree,0,0,train/willow_tree/0179.png,179,0,2
3,57981,willow_tree,0,0,train/willow_tree/0382.png,382,0,2
4,56097,turtle,0,0,train/turtle/0298.png,298,0,3
5,3919,bee,0,0,train/bee/0320.png,320,0,4
6,40658,ray,0,0,train/ray/0459.png,459,0,0
7,40563,ray,0,0,train/ray/0364.png,364,0,0
8,40257,ray,0,0,train/ray/0058.png,58,0,0
9,3934,bee,0,0,train/bee/0335.png,335,0,4
10,57645,willow_tree,0,0,train/willow_tree/0046.png,46,0,2
11,4056,bee,0,0,train/bee/0457.png,457,0,4
12,3606,bee,0,0,train/bee/0007.png,7,0,4
13,38432,possum,0,0,train/possum/0033.png,33,0,1
14,38859,possum,0,0,train/possum/0460.png,460,0,1
15,56231,turtle,0,0,train/turtle/0432.png,432,0,3
16,56099,turtle,0,0,train/turtle/0300.png,300,0,3
17,56041,turtle,0,0,train/turtle/0242.png,242,0,3
18,57767,willow_tree,0,0,train/willow_tree/0168.png,168,0,2
19,56240,turtle,0,0,train/turtle/0441.png,441,0,3
20,40538,ray,0,0,train/ray/0339.png,339,0,0
21,57809,willow_tree,0,0,train/willow_tree/0210.png,210,0,2
22,3828,bee,0,0,train/bee/0229.png,229,0,4
23,56201,turtle,0,0,train/turtle/0402.png,402,0,3
24,55848,turtle,0,0,train/turtle/0049.png,49,0,3
25,56141,turtle,0,0,train/turtle/0342.png,342,0,3
26,40328,ray,0,0,train/ray/0129.png,129,0,0
27,38691,possum,0,0,train/possum/0292.png,292,0,1
28,3829,bee,0,0,train/bee/0230.png,230,0,4
29,57764,willow_tree,0,0,train/willow_tree/0165.png,165,0,2
30,56048,turtle,0,0,train/turtle/0249.png,249,0,3
31,3711,bee,0,0,train/bee/0112.png,112,0,4
32,3918,bee,0,0,train/bee/0319.png,319,0,4
33,38794,possum,0,0,train/possum/0395.png,395,0,1
34,3816,bee,0,0,train/bee/0217.png,217,0,4
35,58083,willow_tree,0,0,train/willow_tree/0484.png,484,0,2
36,3812,bee,0,0,train/bee/0213.png,213,0,4
37,56026,turtle,0,0,train/turtle/0227.png,227,0,3
38,4082,bee,0,0,train/bee/0483.png,483,0,4
39,4093,bee,0,0,train/bee/0494.png,494,0,4
40,40213,ray,0,0,train/ray/0014.png,14,0,0
41,38783,possum,0,0,train/possum/0384.png,384,0,1
42,57704,willow_tree,0,0,train/willow_tree/0105.png,105,0,2
43,4039,bee,0,0,train/bee/0440.png,440,0,4
44,58010,willow_tree,0,0,train/willow_tree/0411.png,411,0,2
45,38842,possum,0,0,train/possum/0443.png,443,0,1
46,40456,ray,0,0,train/ray/0257.png,257,0,0
