,Unnamed: 0,class,object,session,im_path,im_num,task,label
0,27770,man,0,0,train/man/0171.png,171,0,0
1,39650,raccoon,0,0,train/raccoon/0051.png,51,0,1
2,19306,flatfish,0,0,train/flatfish/0107.png,107,0,2
3,27697,man,0,0,train/man/0098.png,98,0,0
4,17275,cup,0,0,train/cup/0476.png,476,0,3
5,39975,raccoon,0,0,train/raccoon/0376.png,376,0,1
6,27884,man,0,0,train/man/0285.png,285,0,0
7,19653,flatfish,0,0,train/flatfish/0454.png,454,0,2
8,39917,raccoon,0,0,train/raccoon/0318.png,318,0,1
9,27763,man,0,0,train/man/0164.png,164,0,0
10,17058,cup,0,0,train/cup/0259.png,259,0,3
11,40090,raccoon,0,0,train/raccoon/0491.png,491,0,1
12,17046,cup,0,0,train/cup/0247.png,247,0,3
13,16933,cup,0,0,train/cup/0134.png,134,0,3
14,19569,flatfish,0,0,train/flatfish/0370.png,370,0,2
15,27990,man,0,0,train/man/0391.png,391,0,0
16,27910,man,0,0,train/man/0311.png,311,0,0
17,44523,shrew,0,0,train/shrew/0124.png,124,0,4
18,44814,shrew,0,0,train/shrew/0415.png,415,0,4
19,44541,shrew,0,0,train/shrew/0142.png,142,0,4
20,17031,cup,0,0,train/cup/0232.png,232,0,3
21,39722,raccoon,0,0,train/raccoon/0123.png,123,0,1
22,19487,flatfish,0,0,train/flatfish/0288.png,288,0,2
23,19676,flatfish,0,0,train/flatfish/0477.png,477,0,2
24,39698,raccoon,0,0,train/raccoon/0099.png,99,0,1
25,44796,shrew,0,0,train/shrew/0397.png,397,0,4
26,39811,raccoon,0,0,train/raccoon/0212.png,212,0,1
27,19699,flatfish,0,0,train/flatfish/0500.png,500,0,2
28,16973,cup,0,0,train/cup/0174.png,174,0,3
29,28087,man,0,0,train/man/0488.png,488,0,0
30,19495,flatfish,0,0,train/flatfish/0296.png,296,0,2
31,17185,cup,0,0,train/cup/0386.png,386,0,3
32,19395,flatfish,0,0,train/flatfish/0196.png,196,0,2
33,28063,man,0,0,train/man/0464.png,464,0,0
34,39832,raccoon,0,0,train/raccoon/0233.png,233,0,1
35,19307,flatfish,0,0,train/flatfish/0108.png,108,0,2
36,19603,flatfish,0,0,train/flatfish/0404.png,404,0,2
37,28068,man,0,0,train/man/0469.png,469,0,0
38,16987,cup,0,0,train/cup/0188.png,188,0,3
39,27860,man,0,0,train/man/0261.png,261,0,0
40,39923,raccoon,0,0,train/raccoon/0324.png,324,0,1
41,17295,cup,0,0,train/cup/0496.png,496,0,3
42,28060,man,0,0,train/man/0461.png,461,0,0
43,19310,flatfish,0,0,train/flatfish/0111.png,111,0,2
44,17156,cup,0,0,train/cup/0357.png,357,0,3
45,39803,raccoon,0,0,train/raccoon/0204.png,204,0,1
46,19523,flatfish,0,0,train/flatfish/0324.png,324,0,2
47,44775,shrew,0,0,train/shrew/0376.png,376,0,4
48,44852,shrew,0,0,train/shrew/0453.png,453,0,4
49,44646,shrew,0,0,train/shrew/0247.png,247,0,4
50,16983,cup,0,0,train/cup/0184.png,184,0,3
51,19467,flatfish,0,0,train/flatfish/0268.png,268,0,2
52,28017,man,0,0,train/man/0418.png,418,0,0
53,16847,cup,0,0,train/cup/0048.png,48,0,3
54,16978,cup,0,0,train/cup/0179.png,179,0,3
55,44716,shrew,0,0,train/shrew/0317.png,317,0,4
56,44777,shrew,0,0,train/shrew/0378.png,378,0,4
57,44576,shrew,0,0,train/shrew/0177.png,177,0,4
58,19666,flatfish,0,0,train/flatfish/0467.png,467,0,2
59,17095,cup,0,0,train/cup/0296.png,296,0,3
60,17145,cup,0,0,train/cup/0346.png,346,0,3
61,19447,flatfish,0,0,train/flatfish/0248.png,248,0,2
62,44734,shrew,0,0,train/shrew/0335.png,335,0,4
63,39789,raccoon,0,0,train/raccoon/0190.png,190,0,1
64,27845,man,0,0,train/man/0246.png,246,0,0
65,39994,raccoon,0,0,train/raccoon/0395.png,395,0,1
66,17092,cup,0,0,train/cup/0293.png,293,0,3
67,39929,raccoon,0,0,train/raccoon/0330.png,330,0,1
68,19652,flatfish,0,0,train/flatfish/0453.png,453,0,2
69,27670,man,0,0,train/man/0071.png,71,0,0
70,16868,cup,0,0,train/cup/0069.png,69,0,3
71,16986,cup,0,0,train/cup/0187.png,187,0,3
72,44419,shrew,0,0,train/shrew/0020.png,20,0,4
73,19578,flatfish,0,0,train/flatfish/0379.png,379,0,2
74,39937,raccoon,0,0,train/raccoon/0338.png,338,0,1
75,17075,cup,0,0,train/cup/0276.png,276,0,3
76,19353,flatfish,0,0,train/flatfish/0154.png,154,0,2
77,44558,shrew,0,0,train/shrew/0159.png,159,0,4
78,16826,cup,0,0,train/cup/0027.png,27,0,3
79,28023,man,0,0,train/man/0424.png,424,0,0
80,19300,flatfish,0,0,train/flatfish/0101.png,101,0,2
81,44469,shrew,0,0,train/shrew/0070.png,70,0,4
82,19326,flatfish,0,0,train/flatfish/0127.png,127,0,2
83,16994,cup,0,0,train/cup/0195.png,195,0,3
