,Unnamed: 0,class,object,session,im_path,im_num,task,label
0,195,apple,0,0,train/apple/0196.png,196,0,0
1,282,apple,0,0,train/apple/0283.png,283,0,0
2,10305,castle,0,0,train/castle/0106.png,106,0,1
3,10471,castle,0,0,train/castle/0272.png,272,0,1
4,20612,fox,0,0,train/fox/0213.png,213,0,2
5,36049,plain,0,0,train/plain/0050.png,50,0,3
6,20650,fox,0,0,train/fox/0251.png,251,0,2
7,36153,plain,0,0,train/plain/0154.png,154,0,3
8,27001,lobster,0,0,train/lobster/0002.png,2,0,4
9,36408,plain,0,0,train/plain/0409.png,409,0,3
10,10434,castle,0,0,train/castle/0235.png,235,0,1
11,20458,fox,0,0,train/fox/0059.png,59,0,2
12,10255,castle,0,0,train/castle/0056.png,56,0,1
13,382,apple,0,0,train/apple/0383.png,383,0,0
14,36104,plain,0,0,train/plain/0105.png,105,0,3
15,321,apple,0,0,train/apple/0322.png,322,0,0
16,27397,lobster,0,0,train/lobster/0398.png,398,0,4
17,27469,lobster,0,0,train/lobster/0470.png,470,0,4
18,36292,plain,0,0,train/plain/0293.png,293,0,3
19,20518,fox,0,0,train/fox/0119.png,119,0,2
20,20691,fox,0,0,train/fox/0292.png,292,0,2
21,20544,fox,0,0,train/fox/0145.png,145,0,2
22,27183,lobster,0,0,train/lobster/0184.png,184,0,4
23,20754,fox,0,0,train/fox/0355.png,355,0,2
24,191,apple,0,0,train/apple/0192.png,192,0,0
25,20441,fox,0,0,train/fox/0042.png,42,0,2
26,80,apple,0,0,train/apple/0081.png,81,0,0
27,27417,lobster,0,0,train/lobster/0418.png,418,0,4
28,36096,plain,0,0,train/plain/0097.png,97,0,3
29,10572,castle,0,0,train/castle/0373.png,373,0,1
30,20652,fox,0,0,train/fox/0253.png,253,0,2
31,27193,lobster,0,0,train/lobster/0194.png,194,0,4
32,36164,plain,0,0,train/plain/0165.png,165,0,3
33,20798,fox,0,0,train/fox/0399.png,399,0,2
34,444,apple,0,0,train/apple/0445.png,445,0,0
35,156,apple,0,0,train/apple/0157.png,157,0,0
36,36468,plain,0,0,train/plain/0469.png,469,0,3
37,25,apple,0,0,train/apple/0026.png,26,0,0
38,10629,castle,0,0,train/castle/0430.png,430,0,1
39,27175,lobster,0,0,train/lobster/0176.png,176,0,4
40,10306,castle,0,0,train/castle/0107.png,107,0,1
41,20510,fox,0,0,train/fox/0111.png,111,0,2
42,273,apple,0,0,train/apple/0274.png,274,0,0
43,27266,lobster,0,0,train/lobster/0267.png,267,0,4
44,20716,fox,0,0,train/fox/0317.png,317,0,2
45,36227,plain,0,0,train/plain/0228.png,228,0,3
46,402,apple,0,0,train/apple/0403.png,403,0,0
47,194,apple,0,0,train/apple/0195.png,195,0,0
48,260,apple,0,0,train/apple/0261.png,261,0,0
49,27438,lobster,0,0,train/lobster/0439.png,439,0,4
50,35,apple,0,0,train/apple/0036.png,36,0,0
51,36311,plain,0,0,train/plain/0312.png,312,0,3
52,20685,fox,0,0,train/fox/0286.png,286,0,2
53,10681,castle,0,0,train/castle/0482.png,482,0,1
54,10221,castle,0,0,train/castle/0022.png,22,0,1
55,20836,fox,0,0,train/fox/0437.png,437,0,2
56,485,apple,0,0,train/apple/0486.png,486,0,0
57,296,apple,0,0,train/apple/0297.png,297,0,0
58,10490,castle,0,0,train/castle/0291.png,291,0,1
59,20483,fox,0,0,train/fox/0084.png,84,0,2
60,20667,fox,0,0,train/fox/0268.png,268,0,2
61,10391,castle,0,0,train/castle/0192.png,192,0,1
62,286,apple,0,0,train/apple/0287.png,287,0,0
63,20589,fox,0,0,train/fox/0190.png,190,0,2
64,36154,plain,0,0,train/plain/0155.png,155,0,3
65,10499,castle,0,0,train/castle/0300.png,300,0,1
66,88,apple,0,0,train/apple/0089.png,89,0,0
67,20466,fox,0,0,train/fox/0067.png,67,0,2
68,27145,lobster,0,0,train/lobster/0146.png,146,0,4
69,27362,lobster,0,0,train/lobster/0363.png,363,0,4
70,27375,lobster,0,0,train/lobster/0376.png,376,0,4
71,20726,fox,0,0,train/fox/0327.png,327,0,2
72,20436,fox,0,0,train/fox/0037.png,37,0,2
73,407,apple,0,0,train/apple/0408.png,408,0,0
74,27452,lobster,0,0,train/lobster/0453.png,453,0,4
75,342,apple,0,0,train/apple/0343.png,343,0,0
76,10406,castle,0,0,train/castle/0207.png,207,0,1
77,10608,castle,0,0,train/castle/0409.png,409,0,1
78,36162,plain,0,0,train/plain/0163.png,163,0,3
79,14,apple,0,0,train/apple/0015.png,15,0,0
80,10307,castle,0,0,train/castle/0108.png,108,0,1
81,497,apple,0,0,train/apple/0498.png,498,0,0
82,27311,lobster,0,0,train/lobster/0312.png,312,0,4
83,162,apple,0,0,train/apple/0163.png,163,0,0
84,36233,plain,0,0,train/plain/0234.png,234,0,3
85,374,apple,0,0,train/apple/0375.png,375,0,0
86,15,apple,0,0,train/apple/0016.png,16,0,0
87,20742,fox,0,0,train/fox/0343.png,343,0,2
88,27340,lobster,0,0,train/lobster/0341.png,341,0,4
89,134,apple,0,0,train/apple/0135.png,135,0,0
90,10293,castle,0,0,train/castle/0094.png,94,0,1
91,36395,plain,0,0,train/plain/0396.png,396,0,3
92,36206,plain,0,0,train/plain/0207.png,207,0,3
93,36278,plain,0,0,train/plain/0279.png,279,0,3
94,20503,fox,0,0,train/fox/0104.png,104,0,2
95,10669,castle,0,0,train/castle/0470.png,470,0,1
96,36138,plain,0,0,train/plain/0139.png,139,0,3
97,20471,fox,0,0,train/fox/0072.png,72,0,2
98,381,apple,0,0,train/apple/0382.png,382,0,0
99,36327,plain,0,0,train/plain/0328.png,328,0,3
100,20788,fox,0,0,train/fox/0389.png,389,0,2
101,27136,lobster,0,0,train/lobster/0137.png,137,0,4
102,20569,fox,0,0,train/fox/0170.png,170,0,2
103,20480,fox,0,0,train/fox/0081.png,81,0,2
104,27000,lobster,0,0,train/lobster/0001.png,1,0,4
105,10654,castle,0,0,train/castle/0455.png,455,0,1
106,27358,lobster,0,0,train/lobster/0359.png,359,0,4
107,10279,castle,0,0,train/castle/0080.png,80,0,1
108,10365,castle,0,0,train/castle/0166.png,166,0,1
109,27137,lobster,0,0,train/lobster/0138.png,138,0,4
110,270,apple,0,0,train/apple/0271.png,271,0,0
111,197,apple,0,0,train/apple/0198.png,198,0,0
112,10423,castle,0,0,train/castle/0224.png,224,0,1
113,27451,lobster,0,0,train/lobster/0452.png,452,0,4
114,20771,fox,0,0,train/fox/0372.png,372,0,2
115,27041,lobster,0,0,train/lobster/0042.png,42,0,4
116,90,apple,0,0,train/apple/0091.png,91,0,0
117,446,apple,0,0,train/apple/0447.png,447,0,0
118,20886,fox,0,0,train/fox/0487.png,487,0,2
119,10284,castle,0,0,train/castle/0085.png,85,0,1
120,10454,castle,0,0,train/castle/0255.png,255,0,1
121,36497,plain,0,0,train/plain/0498.png,498,0,3
122,27498,lobster,0,0,train/lobster/0499.png,499,0,4
123,20818,fox,0,0,train/fox/0419.png,419,0,2
124,36376,plain,0,0,train/plain/0377.png,377,0,3
125,36229,plain,0,0,train/plain/0230.png,230,0,3
126,27428,lobster,0,0,train/lobster/0429.png,429,0,4
127,10418,castle,0,0,train/castle/0219.png,219,0,1
128,20843,fox,0,0,train/fox/0444.png,444,0,2
129,27154,lobster,0,0,train/lobster/0155.png,155,0,4
130,10662,castle,0,0,train/castle/0463.png,463,0,1
131,10316,castle,0,0,train/castle/0117.png,117,0,1
132,20488,fox,0,0,train/fox/0089.png,89,0,2
133,27188,lobster,0,0,train/lobster/0189.png,189,0,4
134,10402,castle,0,0,train/castle/0203.png,203,0,1
135,10409,castle,0,0,train/castle/0210.png,210,0,1
136,10663,castle,0,0,train/castle/0464.png,464,0,1
137,10619,castle,0,0,train/castle/0420.png,420,0,1
138,20683,fox,0,0,train/fox/0284.png,284,0,2
139,27075,lobster,0,0,train/lobster/0076.png,76,0,4
140,10270,castle,0,0,train/castle/0071.png,71,0,1
141,10358,castle,0,0,train/castle/0159.png,159,0,1
142,10467,castle,0,0,train/castle/0268.png,268,0,1
143,193,apple,0,0,train/apple/0194.png,194,0,0
144,57,apple,0,0,train/apple/0058.png,58,0,0
145,36371,plain,0,0,train/plain/0372.png,372,0,3
146,36135,plain,0,0,train/plain/0136.png,136,0,3
147,482,apple,0,0,train/apple/0483.png,483,0,0
148,20697,fox,0,0,train/fox/0298.png,298,0,2
149,36488,plain,0,0,train/plain/0489.png,489,0,3
150,304,apple,0,0,train/apple/0305.png,305,0,0
151,20711,fox,0,0,train/fox/0312.png,312,0,2
152,27224,lobster,0,0,train/lobster/0225.png,225,0,4
153,27239,lobster,0,0,train/lobster/0240.png,240,0,4
154,36183,plain,0,0,train/plain/0184.png,184,0,3
155,20521,fox,0,0,train/fox/0122.png,122,0,2
156,10242,castle,0,0,train/castle/0043.png,43,0,1
157,10229,castle,0,0,train/castle/0030.png,30,0,1
158,10268,castle,0,0,train/castle/0069.png,69,0,1
159,27079,lobster,0,0,train/lobster/0080.png,80,0,4
160,20611,fox,0,0,train/fox/0212.png,212,0,2
161,186,apple,0,0,train/apple/0187.png,187,0,0
162,20781,fox,0,0,train/fox/0382.png,382,0,2
163,20535,fox,0,0,train/fox/0136.png,136,0,2
164,10295,castle,0,0,train/castle/0096.png,96,0,1
165,20486,fox,0,0,train/fox/0087.png,87,0,2
166,20603,fox,0,0,train/fox/0204.png,204,0,2
167,10458,castle,0,0,train/castle/0259.png,259,0,1
168,20733,fox,0,0,train/fox/0334.png,334,0,2
169,12,apple,0,0,train/apple/0013.png,13,0,0
170,27392,lobster,0,0,train/lobster/0393.png,393,0,4
171,27306,lobster,0,0,train/lobster/0307.png,307,0,4
172,10462,castle,0,0,train/castle/0263.png,263,0,1
173,27476,lobster,0,0,train/lobster/0477.png,477,0,4
174,460,apple,0,0,train/apple/0461.png,461,0,0
175,10565,castle,0,0,train/castle/0366.png,366,0,1
176,36498,plain,0,0,train/plain/0499.png,499,0,3
177,36317,plain,0,0,train/plain/0318.png,318,0,3
178,27280,lobster,0,0,train/lobster/0281.png,281,0,4
179,36010,plain,0,0,train/plain/0011.png,11,0,3
180,36186,plain,0,0,train/plain/0187.png,187,0,3
181,20582,fox,0,0,train/fox/0183.png,183,0,2
182,20593,fox,0,0,train/fox/0194.png,194,0,2
183,27129,lobster,0,0,train/lobster/0130.png,130,0,4
184,465,apple,0,0,train/apple/0466.png,466,0,0
185,450,apple,0,0,train/apple/0451.png,451,0,0
186,10583,castle,0,0,train/castle/0384.png,384,0,1
187,27028,lobster,0,0,train/lobster/0029.png,29,0,4
188,36011,plain,0,0,train/plain/0012.png,12,0,3
189,27069,lobster,0,0,train/lobster/0070.png,70,0,4
190,27479,lobster,0,0,train/lobster/0480.png,480,0,4
191,200,apple,0,0,train/apple/0201.png,201,0,0
192,20561,fox,0,0,train/fox/0162.png,162,0,2
193,20564,fox,0,0,train/fox/0165.png,165,0,2
194,20856,fox,0,0,train/fox/0457.png,457,0,2
195,20517,fox,0,0,train/fox/0118.png,118,0,2
196,169,apple,0,0,train/apple/0170.png,170,0,0
197,20602,fox,0,0,train/fox/0203.png,203,0,2
198,27394,lobster,0,0,train/lobster/0395.png,395,0,4
199,20665,fox,0,0,train/fox/0266.png,266,0,2
200,328,apple,0,0,train/apple/0329.png,329,0,0
