,Unnamed: 0,class,object,session,im_num,im_path,task,label
855,125404,8,39,1,110,s1/o39/C_01_39_110.png,0.0,0
759,160817,10,49,9,150,s9/o49/C_09_49_150.png,0.0,1
701,142697,9,44,4,10,s4/o44/C_04_44_010.png,0.0,2
231,9597,1,3,11,10,s11/o3/C_11_03_010.png,0.0,3
572,30800,2,10,4,230,s4/o10/C_04_10_230.png,0.0,4
693,103802,7,32,6,90,s6/o32/C_06_32_090.png,0.0,5
150,19173,2,6,9,290,s9/o6/C_09_06_290.png,0.0,4
603,93462,6,29,4,250,s4/o29/C_04_29_250.png,0.0,6
57,107819,7,33,8,210,s8/o33/C_08_33_210.png,0.0,5
1165,157658,10,48,9,290,s9/o48/C_09_48_290.png,0.0,1
917,159897,10,49,6,130,s6/o49/C_06_49_130.png,0.0,1
616,85068,6,26,9,250,s9/o26/C_09_26_250.png,0.0,6
429,35575,3,11,9,210,s9/o11/C_09_11_210.png,0.0,7
742,125186,8,38,11,190,s11/o38/C_11_38_190.png,0.0,0
1084,73937,5,23,5,210,s5/o23/C_05_23_210.png,0.0,8
196,112199,7,35,1,90,s1/o35/C_01_35_090.png,0.0,5
1174,139440,9,43,4,50,s4/o43/C_04_43_050.png,0.0,2
45,81275,5,25,8,50,s8/o25/C_08_25_050.png,0.0,8
582,103822,7,32,6,110,s6/o32/C_06_32_110.png,0.0,5
267,17873,2,6,5,190,s5/o6/C_05_06_190.png,0.0,4
30,46547,3,15,2,90,s2/o15/C_02_15_090.png,0.0,7
584,60983,4,19,6,150,s6/o19/C_06_19_150.png,0.0,9
699,27887,2,9,6,10,s6/o9/C_06_09_010.png,0.0,4
471,84968,6,26,9,150,s9/o26/C_09_26_150.png,0.0,6
645,164037,10,50,9,70,s9/o50/C_09_50_070.png,0.0,1
258,11137,1,4,5,50,s5/o4/C_05_04_050.png,0.0,3
1013,100182,7,31,5,70,s5/o31/C_05_31_070.png,0.0,5
617,88984,6,27,11,270,s11/o27/C_11_27_270.png,0.0,6
697,159617,10,49,5,150,s5/o49/C_05_49_150.png,0.0,1
323,88404,6,27,9,290,s9/o27/C_09_27_290.png,0.0,6
902,50898,4,16,5,250,s5/o16/C_05_16_250.png,0.0,9
344,100042,7,31,4,230,s4/o31/C_04_31_230.png,0.0,5
1103,97962,6,30,8,250,s8/o30/C_08_30_250.png,0.0,6
256,55185,4,17,9,50,s9/o17/C_09_17_050.png,0.0,9
610,76177,5,24,2,50,s2/o24/C_02_24_050.png,0.0,8
1000,141677,9,43,11,190,s11/o43/C_11_43_190.png,0.0,2
605,24493,2,8,5,210,s5/o8/C_05_08_210.png,0.0,4
723,62623,4,19,11,290,s11/o19/C_11_19_290.png,0.0,9
159,80355,5,25,5,30,s5/o25/C_05_25_030.png,0.0,8
658,64181,4,20,6,50,s6/o20/C_06_20_050.png,0.0,9
1082,146372,9,45,5,90,s5/o45/C_05_45_090.png,0.0,2
493,46027,3,14,11,170,s11/o14/C_11_14_170.png,0.0,7
599,106719,7,33,5,10,s5/o33/C_05_33_010.png,0.0,5
226,143537,9,44,6,250,s6/o44/C_06_44_250.png,0.0,2
260,53292,4,17,2,250,s2/o17/C_02_17_250.png,0.0,9
741,18233,2,6,6,250,s6/o6/C_06_06_250.png,0.0,4
98,125206,8,38,11,210,s11/o38/C_11_38_210.png,0.0,0
1044,14596,1,5,5,210,s5/o5/C_05_05_210.png,0.0,3
279,76917,5,24,4,190,s4/o24/C_04_24_190.png,0.0,8
1197,61103,4,19,6,270,s6/o19/C_06_19_270.png,0.0,9
398,104322,7,32,8,10,s8/o32/C_08_32_010.png,0.0,5
756,47726,3,15,6,70,s6/o15/C_06_15_070.png,0.0,7
2,156399,10,48,5,230,s5/o48/C_05_48_230.png,0.0,1
111,33159,3,11,1,190,s1/o11/C_01_11_190.png,0.0,7
109,510,1,1,2,210,s2/o1/C_02_01_210.png,0.0,3
80,159757,10,49,5,290,s5/o49/C_05_49_290.png,0.0,1
459,57765,4,18,6,230,s6/o18/C_06_18_230.png,0.0,9
280,10837,1,4,4,50,s4/o4/C_04_04_050.png,0.0,3
496,134300,9,41,9,10,s9/o41/C_09_41_010.png,0.0,2
904,137380,9,42,8,90,s8/o42/C_08_42_090.png,0.0,2
1167,56605,4,18,2,270,s2/o18/C_02_18_270.png,0.0,9
122,20993,2,7,5,10,s5/o7/C_05_07_010.png,0.0,4
805,115218,7,35,11,110,s11/o35/C_11_35_110.png,0.0,5
609,88344,6,27,9,230,s9/o27/C_09_27_230.png,0.0,6
62,158537,10,49,1,270,s1/o49/C_01_49_270.png,0.0,1
77,62942,4,20,2,10,s2/o20/C_02_20_010.png,0.0,9
924,7859,1,3,5,70,s5/o3/C_05_03_070.png,0.0,3
797,87944,6,27,8,130,s8/o27/C_08_27_130.png,0.0,6
485,55845,4,17,11,110,s11/o17/C_11_17_110.png,0.0,9
1171,19493,2,6,11,10,s11/o6/C_11_06_010.png,0.0,4
681,61863,4,19,9,130,s9/o19/C_09_19_130.png,0.0,9
768,67321,5,21,5,190,s5/o21/C_05_21_190.png,0.0,8
1186,55785,4,17,11,50,s11/o17/C_11_17_050.png,0.0,9
134,55085,4,17,8,250,s8/o17/C_08_17_250.png,0.0,9
592,20093,2,7,2,10,s2/o7/C_02_07_010.png,0.0,4
1097,108039,7,33,9,130,s9/o33/C_09_33_130.png,0.0,5
27,69521,5,22,1,290,s1/o22/C_01_22_290.png,0.0,8
792,107859,7,33,8,250,s8/o33/C_08_33_250.png,0.0,5
644,124147,8,38,8,50,s8/o38/C_08_38_050.png,0.0,0
621,125744,8,39,2,150,s2/o39/C_02_39_150.png,0.0,0
689,11497,1,4,6,110,s6/o4/C_06_04_110.png,0.0,3
343,115737,8,36,2,30,s2/o36/C_02_36_030.png,0.0,0
973,144274,9,44,9,90,s9/o44/C_09_44_090.png,0.0,2
131,109279,7,34,2,170,s2/o34/C_02_34_170.png,0.0,5
394,33179,3,11,1,210,s1/o11/C_01_11_210.png,0.0,7
433,154844,10,47,11,170,s11/o47/C_11_47_170.png,0.0,1
514,92364,6,29,1,50,s1/o29/C_01_29_050.png,0.0,6
148,131680,8,40,11,90,s11/o40/C_11_40_090.png,0.0,0
1109,109839,7,34,4,130,s4/o34/C_04_34_130.png,0.0,5
724,56325,4,18,1,290,s1/o18/C_01_18_290.png,0.0,9
1102,135340,9,42,1,150,s1/o42/C_01_42_150.png,0.0,2
405,119894,8,37,4,290,s4/o37/C_04_37_290.png,0.0,0
211,54865,4,17,8,30,s8/o17/C_08_17_030.png,0.0,9
304,65721,4,20,11,90,s11/o20/C_11_20_090.png,0.0,9
462,89584,6,28,2,270,s2/o28/C_02_28_270.png,0.0,6
303,157398,10,48,9,30,s9/o48/C_09_48_030.png,0.0,1
448,144117,9,44,8,230,s8/o44/C_08_44_230.png,0.0,2
930,121973,8,37,11,270,s11/o37/C_11_37_270.png,0.0,0
102,20213,2,7,2,130,s2/o7/C_02_07_130.png,0.0,4
642,79376,5,25,1,250,s1/o25/C_01_25_250.png,0.0,8
763,108099,7,33,9,190,s9/o33/C_09_33_190.png,0.0,5
935,95942,6,30,2,30,s2/o30/C_02_30_030.png,0.0,6
372,64821,4,20,8,90,s8/o20/C_08_20_090.png,0.0,9
974,33878,3,11,4,10,s4/o11/C_04_11_010.png,0.0,7
691,134280,9,41,8,290,s8/o41/C_08_41_290.png,0.0,2
181,62523,4,19,11,190,s11/o19/C_11_19_190.png,0.0,9
1026,128764,8,40,1,170,s1/o40/C_01_40_170.png,0.0,0
659,140778,9,43,8,190,s8/o43/C_08_43_190.png,0.0,2
376,133640,9,41,6,250,s6/o41/C_06_41_250.png,0.0,2
132,143497,9,44,6,210,s6/o44/C_06_44_210.png,0.0,2
784,78936,5,24,11,110,s11/o24/C_11_24_110.png,0.0,8
445,135040,9,41,11,150,s11/o41/C_11_41_150.png,0.0,2
223,118537,8,36,11,130,s11/o36/C_11_36_130.png,0.0,0
927,46707,3,15,2,250,s2/o15/C_02_15_250.png,0.0,7
755,5982,1,2,9,290,s9/o2/C_09_02_290.png,0.0,3
667,155464,10,48,2,190,s2/o48/C_02_48_190.png,0.0,1
21,138320,9,42,11,130,s11/o42/C_11_42_130.png,0.0,2
1030,111039,7,34,8,130,s8/o34/C_08_34_130.png,0.0,5
765,67381,5,21,5,250,s5/o21/C_05_21_250.png,0.0,8
519,18773,2,6,8,190,s8/o6/C_08_06_190.png,0.0,4
1073,107119,7,33,6,110,s6/o33/C_06_33_110.png,0.0,5
509,136160,9,42,4,70,s4/o42/C_04_42_070.png,0.0,2
1096,142817,9,44,4,130,s4/o44/C_04_44_130.png,0.0,2
634,136420,9,42,5,30,s5/o42/C_05_42_030.png,0.0,2
135,30960,2,10,5,90,s5/o10/C_05_10_090.png,0.0,4
1196,158317,10,49,1,50,s1/o49/C_01_49_050.png,0.0,1
553,1708,1,1,6,210,s6/o1/C_06_01_210.png,0.0,3
1055,99122,7,31,1,210,s1/o31/C_01_31_210.png,0.0,5
180,145154,9,45,1,70,s1/o45/C_01_45_070.png,0.0,2
942,5802,1,2,9,110,s9/o2/C_09_02_110.png,0.0,3
120,116997,8,36,6,90,s6/o36/C_06_36_090.png,0.0,0
313,159857,10,49,6,90,s6/o49/C_06_49_090.png,0.0,1
408,32819,2,10,11,150,s11/o10/C_11_10_150.png,0.0,4
873,95902,6,30,1,290,s1/o30/C_01_30_290.png,0.0,6
628,73877,5,23,5,150,s5/o23/C_05_23_150.png,0.0,8
289,70897,5,22,6,170,s6/o22/C_06_22_170.png,0.0,8
352,101142,7,31,8,130,s8/o31/C_08_31_130.png,0.0,5
890,61003,4,19,6,170,s6/o19/C_06_19_170.png,0.0,9
91,58245,4,18,8,110,s8/o18/C_08_18_110.png,0.0,9
995,139738,9,43,5,50,s5/o43/C_05_43_050.png,0.0,2
249,25212,2,8,8,30,s8/o8/C_08_08_030.png,0.0,4
955,52094,4,16,9,250,s9/o16/C_09_16_250.png,0.0,9
690,121953,8,37,11,250,s11/o37/C_11_37_250.png,0.0,0
903,125684,8,39,2,90,s2/o39/C_02_39_090.png,0.0,0
1033,79116,5,24,11,290,s11/o24/C_11_24_290.png,0.0,8
455,68621,5,21,9,290,s9/o21/C_09_21_290.png,0.0,8
878,1508,1,1,6,10,s6/o1/C_06_01_010.png,0.0,3
255,10217,1,4,2,30,s2/o4/C_02_04_030.png,0.0,3
29,144017,9,44,8,130,s8/o44/C_08_44_130.png,0.0,2
1093,89264,6,28,1,250,s1/o28/C_01_28_250.png,0.0,6
409,57085,4,18,4,150,s4/o18/C_04_18_150.png,0.0,9
556,153467,10,47,6,290,s6/o47/C_06_47_290.png,0.0,1
332,88904,6,27,11,190,s11/o27/C_11_27_190.png,0.0,6
299,141017,9,43,9,130,s9/o43/C_09_43_130.png,0.0,2
40,90724,6,28,6,210,s6/o28/C_06_28_210.png,0.0,6
16,48402,3,15,8,150,s8/o15/C_08_15_150.png,0.0,7
1107,58685,4,18,9,250,s9/o18/C_09_18_250.png,0.0,9
671,99982,7,31,4,170,s4/o31/C_04_31_170.png,0.0,5
300,143057,9,44,5,70,s5/o44/C_05_44_070.png,0.0,2
495,149888,10,46,6,10,s6/o46/C_06_46_010.png,0.0,1
60,4624,1,2,5,130,s5/o2/C_05_02_130.png,0.0,3
559,134480,9,41,9,190,s9/o41/C_09_41_190.png,0.0,2
450,147569,9,45,9,90,s9/o45/C_09_45_090.png,0.0,2
248,41230,3,13,6,170,s6/o13/C_06_13_170.png,0.0,7
200,22093,2,7,8,210,s8/o7/C_08_07_210.png,0.0,4
10,153147,10,47,5,270,s5/o47/C_05_47_270.png,0.0,1
871,70699,5,22,5,270,s5/o22/C_05_22_270.png,0.0,8
676,25732,2,8,9,250,s9/o8/C_09_08_250.png,0.0,4
65,70479,5,22,5,50,s5/o22/C_05_22_050.png,0.0,8
848,149828,10,46,5,250,s5/o46/C_05_46_250.png,0.0,1
614,137400,9,42,8,110,s8/o42/C_08_42_110.png,0.0,2
1071,91464,6,28,9,50,s9/o28/C_09_28_050.png,0.0,6
139,38690,3,12,9,30,s9/o12/C_09_12_030.png,0.0,7
503,8259,1,3,6,170,s6/o3/C_06_03_170.png,0.0,3
1120,127944,8,39,9,250,s9/o39/C_09_39_250.png,0.0,0
606,48522,3,15,8,270,s8/o15/C_08_15_270.png,0.0,7
168,27787,2,9,5,210,s5/o9/C_05_09_210.png,0.0,4
117,146234,9,45,4,250,s4/o45/C_04_45_250.png,0.0,2
655,44409,3,14,6,50,s6/o14/C_06_14_050.png,0.0,7
411,49742,4,16,1,290,s1/o16/C_01_16_290.png,0.0,9
912,164077,10,50,9,110,s9/o50/C_09_50_110.png,0.0,1
247,5083,1,2,6,290,s6/o2/C_06_02_290.png,0.0,3
760,124327,8,38,8,230,s8/o38/C_08_38_230.png,0.0,0
39,132420,9,41,2,230,s2/o41/C_02_41_230.png,0.0,2
923,110599,7,34,6,290,s6/o34/C_06_34_290.png,0.0,5
345,99442,7,31,2,230,s2/o31/C_02_31_230.png,0.0,5
480,54345,4,17,6,110,s6/o17/C_06_17_110.png,0.0,9
464,7999,1,3,5,210,s5/o3/C_05_03_210.png,0.0,3
108,89284,6,28,1,270,s1/o28/C_01_28_270.png,0.0,6
458,117597,8,36,8,90,s8/o36/C_08_36_090.png,0.0,0
653,19733,2,6,11,250,s11/o6/C_11_06_250.png,0.0,4
1121,78177,5,24,8,250,s8/o24/C_08_24_250.png,0.0,8
1010,50560,4,16,4,210,s4/o16/C_04_16_210.png,0.0,9
730,18073,2,6,6,90,s6/o6/C_06_06_090.png,0.0,4
143,143977,9,44,8,90,s8/o44/C_08_44_090.png,0.0,2
1185,112239,7,35,1,130,s1/o35/C_01_35_130.png,0.0,5
626,116717,8,36,5,110,s5/o36/C_05_36_110.png,0.0,0
478,106819,7,33,5,110,s5/o33/C_05_33_110.png,0.0,5
34,58725,4,18,9,290,s9/o18/C_09_18_290.png,0.0,9
1060,81295,5,25,8,70,s8/o25/C_08_25_070.png,0.0,8
1001,150888,10,46,9,110,s9/o46/C_09_46_110.png,0.0,1
743,96822,6,30,5,10,s5/o30/C_05_30_010.png,0.0,6
657,142137,9,44,2,50,s2/o44/C_02_44_050.png,0.0,2
324,76357,5,24,2,230,s2/o24/C_02_24_230.png,0.0,8
764,99402,7,31,2,190,s2/o31/C_02_31_190.png,0.0,5
1101,66321,5,21,2,90,s2/o21/C_02_21_090.png,0.0,8
119,90064,6,28,4,150,s4/o28/C_04_28_150.png,0.0,6
257,158057,10,48,11,90,s11/o48/C_11_48_090.png,0.0,1
512,110079,7,34,5,70,s5/o34/C_05_34_070.png,0.0,5
374,118737,8,37,1,30,s1/o37/C_01_37_030.png,0.0,0
1014,89304,6,28,1,290,s1/o28/C_01_28_290.png,0.0,6
675,152148,10,47,2,170,s2/o47/C_02_47_170.png,0.0,1
1163,38510,3,12,8,150,s8/o12/C_08_12_150.png,0.0,7
64,140098,9,43,6,110,s6/o43/C_06_43_110.png,0.0,2
165,45147,3,14,8,190,s8/o14/C_08_14_190.png,0.0,7
507,87204,6,27,5,290,s5/o27/C_05_27_290.png,0.0,6
889,124546,8,38,9,150,s9/o38/C_09_38_150.png,0.0,0
381,5822,1,2,9,130,s9/o2/C_09_02_130.png,0.0,3
227,105539,7,33,1,30,s1/o33/C_01_33_030.png,0.0,5
1137,19673,2,6,11,190,s11/o6/C_11_06_190.png,0.0,4
1081,27847,2,9,5,270,s5/o9/C_05_09_270.png,0.0,4
639,136240,9,42,4,150,s4/o42/C_04_42_150.png,0.0,2
851,94722,6,29,9,10,s9/o29/C_09_29_010.png,0.0,6
335,154764,10,47,11,90,s11/o47/C_11_47_090.png,0.0,1
72,110459,7,34,6,150,s6/o34/C_06_34_150.png,0.0,5
520,153947,10,47,8,170,s8/o47/C_08_47_170.png,0.0,1
88,104582,7,32,8,270,s8/o32/C_08_32_270.png,0.0,5
1146,118677,8,36,11,270,s11/o36/C_11_36_270.png,0.0,0
821,134520,9,41,9,230,s9/o41/C_09_41_230.png,0.0,2
341,11057,1,4,4,270,s4/o4/C_04_04_270.png,0.0,3
187,74117,5,23,6,90,s6/o23/C_06_23_090.png,0.0,8
1175,52532,4,16,11,90,s11/o16/C_11_16_090.png,0.0,9
437,55125,4,17,8,290,s8/o17/C_08_17_290.png,0.0,9
193,150728,10,46,8,250,s8/o46/C_08_46_250.png,0.0,1
164,94562,6,29,8,150,s8/o29/C_08_29_150.png,0.0,6
494,124167,8,38,8,70,s8/o38/C_08_38_070.png,0.0,0
745,164756,10,50,11,190,s11/o50/C_11_50_190.png,0.0,1
246,134000,9,41,8,10,s8/o41/C_08_41_010.png,0.0,2
350,112219,7,35,1,110,s1/o35/C_01_35_110.png,0.0,5
189,114598,7,35,9,90,s9/o35/C_09_35_090.png,0.0,5
441,31460,2,10,6,290,s6/o10/C_06_10_290.png,0.0,4
867,105479,7,32,11,270,s11/o32/C_11_32_270.png,0.0,5
228,127844,8,39,9,150,s9/o39/C_09_39_150.png,0.0,0
832,97082,6,30,5,270,s5/o30/C_05_30_270.png,0.0,6
412,97882,6,30,8,170,s8/o30/C_08_30_170.png,0.0,6
704,38490,3,12,8,130,s8/o12/C_08_12_130.png,0.0,7
721,79216,5,25,1,90,s1/o25/C_01_25_090.png,0.0,8
1154,125484,8,39,1,190,s1/o39/C_01_39_190.png,0.0,0
607,114278,7,35,8,70,s8/o35/C_08_35_070.png,0.0,5
1182,49462,4,16,1,10,s1/o16/C_01_16_010.png,0.0,9
1051,9997,1,4,1,110,s1/o4/C_01_04_110.png,0.0,3
961,11357,1,4,5,270,s5/o4/C_05_04_270.png,0.0,3
1038,136520,9,42,5,130,s5/o42/C_05_42_130.png,0.0,2
321,89164,6,28,1,150,s1/o28/C_01_28_150.png,0.0,6
562,150088,10,46,6,210,s6/o46/C_06_46_210.png,0.0,1
504,3188,1,1,11,190,s11/o1/C_11_01_190.png,0.0,3
1111,61443,4,19,8,10,s8/o19/C_08_19_010.png,0.0,9
803,102162,7,31,11,250,s11/o31/C_11_31_250.png,0.0,5
994,80515,5,25,5,190,s5/o25/C_05_25_190.png,0.0,8
925,70619,5,22,5,190,s5/o22/C_05_22_190.png,0.0,8
785,140738,9,43,8,150,s8/o43/C_08_43_150.png,0.0,2
913,137780,9,42,9,190,s9/o42/C_09_42_190.png,0.0,2
418,146312,9,45,5,30,s5/o45/C_05_45_030.png,0.0,2
351,38910,3,12,9,250,s9/o12/C_09_12_250.png,0.0,7
1148,35295,3,11,8,230,s8/o11/C_08_11_230.png,0.0,7
1187,140937,9,43,9,50,s9/o43/C_09_43_050.png,0.0,2
