,Unnamed: 0,class,object,session,im_num,im_path,task,label
1118,152688,10,47,4,110,s4/o47/C_04_47_110.png,0.0,0
476,15734,1,5,9,150,s9/o5/C_09_05_150.png,0.0,1
61,3324,1,2,1,30,s1/o2/C_01_02_030.png,0.0,1
911,86206,6,27,2,190,s2/o27/C_02_27_190.png,0.0,2
68,68161,5,21,8,130,s8/o21/C_08_21_130.png,0.0,3
1198,89364,6,28,2,50,s2/o28/C_02_28_050.png,0.0,2
684,59224,4,18,11,190,s11/o18/C_11_18_190.png,0.0,4
775,16234,1,5,11,50,s11/o5/C_11_05_050.png,0.0,1
861,129584,8,40,4,90,s4/o40/C_04_40_090.png,0.0,5
915,81455,5,25,8,230,s8/o25/C_08_25_230.png,0.0,3
102,106499,7,33,4,90,s4/o33/C_04_33_090.png,0.0,6
273,85507,6,26,11,90,s11/o26/C_11_26_090.png,0.0,2
884,72977,5,23,2,150,s2/o23/C_02_23_150.png,0.0,3
654,104582,7,32,8,270,s8/o32/C_08_32_270.png,0.0,6
771,52592,4,16,11,150,s11/o16/C_11_16_150.png,0.0,4
268,104822,7,32,9,210,s9/o32/C_09_32_210.png,0.0,6
263,86625,6,27,4,10,s4/o27/C_04_27_010.png,0.0,2
765,157119,10,48,8,50,s8/o48/C_08_48_050.png,0.0,0
740,126244,8,39,4,50,s4/o39/C_04_39_050.png,0.0,5
343,159397,10,49,4,230,s4/o49/C_04_49_230.png,0.0,0
606,149388,10,46,4,110,s4/o46/C_04_46_110.png,0.0,0
457,41870,3,13,8,210,s8/o13/C_08_13_210.png,0.0,7
619,40930,3,13,5,170,s5/o13/C_05_13_170.png,0.0,7
996,152268,10,47,2,290,s2/o47/C_02_47_290.png,0.0,0
182,83889,6,26,5,270,s5/o26/C_05_26_270.png,0.0,2
99,91544,6,28,9,130,s9/o28/C_09_28_130.png,0.0,2
437,160037,10,49,6,270,s6/o49/C_06_49_270.png,0.0,0
379,128504,8,39,11,210,s11/o39/C_11_39_210.png,0.0,5
226,61783,4,19,9,50,s9/o19/C_09_19_050.png,0.0,4
47,53052,4,17,2,10,s2/o17/C_02_17_010.png,0.0,4
1028,12016,1,4,8,30,s8/o4/C_08_04_030.png,0.0,1
671,17973,2,6,5,290,s5/o6/C_05_06_290.png,0.0,8
1137,88204,6,27,9,90,s9/o27/C_09_27_090.png,0.0,2
546,86765,6,27,4,150,s4/o27/C_04_27_150.png,0.0,2
663,162897,10,50,5,130,s5/o50/C_05_50_130.png,0.0,0
1054,22473,2,7,9,290,s9/o7/C_09_07_290.png,0.0,8
498,71497,5,22,8,170,s8/o22/C_08_22_170.png,0.0,3
839,25212,2,8,8,30,s8/o8/C_08_08_030.png,0.0,8
979,14636,1,5,5,250,s5/o5/C_05_05_250.png,0.0,1
993,142897,9,44,4,210,s4/o44/C_04_44_210.png,0.0,9
1004,163277,10,50,6,210,s6/o50/C_06_50_210.png,0.0,0
355,21213,2,7,5,230,s5/o7/C_05_07_230.png,0.0,8
793,158417,10,49,1,150,s1/o49/C_01_49_150.png,0.0,0
375,32019,2,10,8,250,s8/o10/C_08_10_250.png,0.0,8
612,99142,7,31,1,230,s1/o31/C_01_31_230.png,0.0,6
879,144314,9,44,9,130,s9/o44/C_09_44_130.png,0.0,9
677,66101,5,21,1,170,s1/o21/C_01_21_170.png,0.0,3
496,52752,4,17,1,10,s1/o17/C_01_17_010.png,0.0,4
323,23073,2,7,11,290,s11/o7/C_11_07_290.png,0.0,8
432,90784,6,28,6,270,s6/o28/C_06_28_270.png,0.0,2
363,38870,3,12,9,210,s9/o12/C_09_12_210.png,0.0,7
1134,139680,9,43,4,290,s4/o43/C_04_43_290.png,0.0,9
1076,121833,8,37,11,130,s11/o37/C_11_37_130.png,0.0,5
641,91144,6,28,8,30,s8/o28/C_08_28_030.png,0.0,2
284,45907,3,14,11,50,s11/o14/C_11_14_050.png,0.0,7
305,159917,10,49,6,150,s6/o49/C_06_49_150.png,0.0,0
1056,20373,2,7,2,290,s2/o7/C_02_07_290.png,0.0,8
199,90284,6,28,5,70,s5/o28/C_05_28_070.png,0.0,2
465,130384,8,40,6,290,s6/o40/C_06_40_290.png,0.0,5
710,155943,10,48,4,70,s4/o48/C_04_48_070.png,0.0,0
877,60843,4,19,6,10,s6/o19/C_06_19_010.png,0.0,4
460,87344,6,27,6,130,s6/o27/C_06_27_130.png,0.0,2
1055,29720,2,10,1,50,s1/o10/C_01_10_050.png,0.0,8
223,62423,4,19,11,90,s11/o19/C_11_19_090.png,0.0,4
832,135000,9,41,11,110,s11/o41/C_11_41_110.png,0.0,9
852,74257,5,23,6,230,s6/o23/C_06_23_230.png,0.0,3
511,59784,4,19,2,150,s2/o19/C_02_19_150.png,0.0,4
1084,82810,6,26,2,90,s2/o26/C_02_26_090.png,0.0,2
400,130124,8,40,6,30,s6/o40/C_06_40_030.png,0.0,5
1023,87424,6,27,6,210,s6/o27/C_06_27_210.png,0.0,2
397,107639,7,33,8,30,s8/o33/C_08_33_030.png,0.0,6
505,80795,5,25,6,170,s6/o25/C_06_25_170.png,0.0,3
524,97202,6,30,6,90,s6/o30/C_06_30_090.png,0.0,2
704,55165,4,17,9,30,s9/o17/C_09_17_030.png,0.0,4
441,74017,5,23,5,290,s5/o23/C_05_23_290.png,0.0,3
431,158777,10,49,2,210,s2/o49/C_02_49_210.png,0.0,0
15,49762,4,16,2,10,s2/o16/C_02_16_010.png,0.0,4
508,160817,10,49,9,150,s9/o49/C_09_49_150.png,0.0,0
950,10177,1,4,1,290,s1/o4/C_01_04_290.png,0.0,1
385,138300,9,42,11,110,s11/o42/C_11_42_110.png,0.0,9
733,13036,1,4,11,150,s11/o4/C_11_04_150.png,0.0,1
1104,143277,9,44,5,290,s5/o44/C_05_44_290.png,0.0,9
952,74297,5,23,6,270,s6/o23/C_06_23_270.png,0.0,3
67,24373,2,8,5,90,s5/o8/C_05_08_090.png,0.0,8
71,65781,4,20,11,150,s11/o20/C_11_20_150.png,0.0,4
577,5043,1,2,6,250,s6/o2/C_06_02_250.png,0.0,1
843,95562,6,29,11,250,s11/o29/C_11_29_250.png,0.0,2
923,161477,10,49,11,210,s11/o49/C_11_49_210.png,0.0,0
910,57245,4,18,5,10,s5/o18/C_05_18_010.png,0.0,4
83,104002,7,32,6,290,s6/o32/C_06_32_290.png,0.0,6
